Location,Traffic Volume,Passenger Count,Noise Level,Average Speed,PM2.5 Level,AQI,Day of the Week,Time of the Day
Pitampura,3063.0,3063.0,45.945,23.0,214.41,428.0,Friday,Morning
Rohini,2890.0,20230.0,49.13,26.0,173.4,346.0,Wednesday,Evening
Saket,4137.0,33096.0,74.466,15.0,330.96,661.0,Thursday,Morning
Saket,1050.0,19953.552766085388,17.85,26.61385840973997,42.0,84.0,Monday,Midnight
Vasant Kunj,3951.0,39510.0,71.118,17.0,276.57,829.0,Thursday,Morning
Dwarka,1867.0,24271.0,28.005,32.0,112.02,112.0,Tuesday,Evening
Dwarka,2159.0,10795.0,32.385,29.0,107.95,107.0,Wednesday,Evening
Dwarka,1007.0,19953.552766085388,17.119,34.0,40.28,120.0,Tuesday,Midnight
Saket,3298.0,46172.0,49.47,26.61385840973997,230.86,692.0,Monday,Night
Vasant Kunj,531.0,3186.0,8.496,40.0,21.24,42.0,Monday,Afternoon
Vasant Kunj,558.0,1674.0,8.37,40.0,22.32,66.0,Friday,Midnight
Vasant Kunj,1408.0,4224.0,21.12,34.0,84.48,253.0,Sunday,Midnight
Vasant Kunj,1292.0,5168.0,20.672,34.0,77.52,232.0,Wednesday,Midnight
Dwarka,1039.0,6234.0,18.702,34.0,51.95,51.0,Saturday,Midnight
Rohini,3695.0,14780.0,62.815,19.0,258.65,517.0,Friday,Morning
Lajpat Nagar,3409.0,44317.0,57.953,23.0,238.63,715.0,Wednesday,Night
Chandni Chowk,1153.0,13836.0,19.601,35.0,46.12,92.0,Wednesday,Afternoon
Saket,2564.7330928764654,794.0,14.292,40.0,39.7,119.0,Friday,Midnight
Lajpat Nagar,1061.0,19953.552766085388,18.037,36.0,63.66,127.0,Friday,Afternoon
Connaught Place,3535.0,28280.0,53.025,19.0,247.45,494.0,Friday,Night
Dwarka,1419.0,9933.0,24.123,34.0,56.76,113.0,Friday,Midnight
Vasant Kunj,1289.0,10312.0,21.913,35.0,77.34,232.0,Monday,Afternoon
Rohini,3537.0,49518.0,63.666,19.0,212.22,424.0,Friday,Evening
Vasant Kunj,3647.0,25529.0,65.646,26.61385840973997,218.82,437.0,Monday,Morning
Karol Bagh,1370.0,20550.0,24.66,34.0,82.2,82.0,Monday,Midnight
Vasant Kunj,2564.7330928764654,10275.0,11.645,37.0,34.25,102.0,Monday,Midnight
Saket,1147.0,2294.0,20.646,36.0,45.88,91.0,Saturday,Midnight
Vasant Kunj,1289.0,10312.0,21.913,34.0,64.45,193.0,Wednesday,Afternoon
Chandni Chowk,3005.0,42070.0,45.075,21.0,165.9120510894065,631.0,Saturday,Evening
Pitampura,1634.0,8170.0,24.51,33.0,65.36,196.0,Saturday,Morning
Mayur Vihar,1231.0,3693.0,22.158,36.0,49.24,147.0,Friday,Midnight
Dwarka,3553.0,53295.0,60.401,19.0,248.71,746.0,Friday,Evening
Connaught Place,4187.0,46057.0,42.05930812030075,16.0,293.09,879.0,Friday,Night
Vasant Kunj,3325.0,6650.0,59.85,21.0,199.5,399.0,Monday,Night
Lajpat Nagar,1162.0,2324.0,18.592,35.0,46.48,92.0,Monday,Midnight
Karol Bagh,4742.0,18968.0,80.614,11.0,331.94,995.0,Saturday,Night
Dwarka,4988.0,29928.0,84.796,12.0,349.16,1047.0,Friday,Afternoon
Lajpat Nagar,3889.0,23334.0,62.224,20.0,233.34,700.0,Thursday,Morning
Mayur Vihar,4638.0,13914.0,69.57,10.0,324.66,973.0,Thursday,Afternoon
Karol Bagh,2564.7330928764654,16569.0,40.239,30.0,118.35,118.0,Saturday,Afternoon
Dwarka,1902.0,24726.0,30.432,31.0,95.1,285.0,Saturday,Afternoon
Dwarka,1436.0,11488.0,22.976,34.0,71.8,71.0,Monday,Afternoon
Karol Bagh,3027.0,6054.0,48.432,22.0,211.89,423.0,Friday,Evening
Connaught Place,4316.0,60424.0,73.372,15.0,302.12,906.0,Monday,Morning
Vasant Kunj,4133.0,61995.0,74.394,16.0,330.64,991.0,Thursday,Morning
Vasant Kunj,2488.0,24880.0,37.32,29.0,124.4,373.0,Friday,Morning
Rohini,2784.0,25056.0,50.112,25.0,194.88,389.0,Friday,Afternoon
Connaught Place,1155.0,11550.0,18.48,35.0,69.3,207.0,Thursday,Afternoon
Chandni Chowk,506.0,5566.0,9.108,37.0,165.9120510894065,20.0,Wednesday,Afternoon
Connaught Place,2557.0,19953.552766085388,64.08,17.0,213.6,427.0,Sunday,Evening
Vasant Kunj,4203.0,12609.0,63.045,14.0,165.9120510894065,1008.0,Sunday,Evening
Lajpat Nagar,1201.0,7206.0,19.216,36.0,48.04,48.0,Wednesday,Afternoon
Mayur Vihar,4112.0,12336.0,65.792,16.0,328.96,657.0,Monday,Night
Rohini,3658.0,47554.0,58.528,19.0,154.44,512.0,Wednesday,Morning
Saket,3063.0,21441.0,49.008,21.0,214.41,428.0,Friday,Morning
Dwarka,4913.0,15360.0,41.804,11.0,393.04,1179.0,Friday,Night
Saket,3009.0,45135.0,54.162,22.0,180.54,361.0,Wednesday,Morning
Dwarka,909.0,11817.0,16.362,39.0,45.45,90.0,Sunday,Afternoon
Rohini,2564.7330928764654,8088.0,10.11,40.0,33.7,67.0,Monday,Midnight
Dwarka,1354.0,9478.0,21.664,34.0,81.24,162.0,Friday,Afternoon
Vasant Kunj,1009.0,2018.0,17.153,35.0,40.36,40.0,Wednesday,Midnight
Saket,2482.0,29784.0,39.712,29.0,99.28,198.0,Tuesday,Evening
Vasant Kunj,3262.0,35882.0,55.454,22.0,195.72,587.0,Wednesday,Morning
Mayur Vihar,4731.0,4731.0,80.427,10.0,378.48,756.0,Tuesday,Morning
Dwarka,4721.0,47210.0,84.978,26.61385840973997,377.68,755.0,Saturday,Evening
Connaught Place,2564.7330928764654,6024.0,32.128,30.0,80.32,240.0,Tuesday,Evening
Pitampura,3133.0,28197.0,53.261,26.61385840973997,219.31,657.0,Saturday,Night
Mayur Vihar,2666.0,29326.0,45.322,26.0,159.96,319.0,Monday,Evening
Dwarka,2331.0,23310.0,41.958,30.0,116.55,349.0,Saturday,Afternoon
Saket,1120.0,2240.0,16.8,26.61385840973997,44.8,89.0,Thursday,Midnight
Vasant Kunj,2457.0,29484.0,36.855,26.61385840973997,122.85,245.0,Monday,Evening
Vasant Kunj,1225.0,1225.0,18.375,35.0,73.5,147.0,Wednesday,Afternoon
Chandni Chowk,3436.0,34360.0,58.412,21.0,240.52,481.0,Saturday,Afternoon
Mayur Vihar,3650.0,47450.0,42.05930812030075,26.61385840973997,255.5,511.0,Friday,Night
Dwarka,4503.0,63042.0,42.05930812030075,11.0,315.21,630.0,Sunday,Evening
Rohini,4004.0,52052.0,60.06,15.0,280.28,840.0,Saturday,Night
Connaught Place,3790.0,22740.0,64.43,17.0,165.9120510894065,795.0,Monday,Morning
Vasant Kunj,3945.0,59175.0,59.175,20.0,236.7,473.0,Saturday,Night
Rohini,847.0,847.0,15.246,40.0,50.82,399.59022556390977,Friday,Afternoon
Rohini,4747.0,42723.0,71.205,10.0,379.76,1139.0,Wednesday,Night
Pitampura,4876.0,48760.0,87.768,10.0,390.08,1170.0,Friday,Morning
Chandni Chowk,3861.0,38610.0,61.776,18.0,231.66,463.0,Friday,Evening
Connaught Place,3473.0,10419.0,52.095,24.0,243.11,486.0,Friday,Night
Rohini,3879.0,7758.0,69.822,18.0,232.74,698.0,Saturday,Night
Karol Bagh,2122.0,27586.0,33.952,28.0,106.1,399.59022556390977,Tuesday,Evening
Rohini,683.0,683.0,12.294,38.0,27.32,54.0,Wednesday,Afternoon
Chandni Chowk,1017.0,6102.0,15.255,36.0,165.9120510894065,40.0,Saturday,Afternoon
Connaught Place,3141.0,37692.0,50.256,23.0,188.46,565.0,Wednesday,Night
Pitampura,4271.0,19953.552766085388,76.878,14.0,341.68,683.0,Thursday,Morning
Pitampura,1992.0,19920.0,29.88,31.0,119.52,119.0,Saturday,Afternoon
Pitampura,841.0,3364.0,15.138,37.0,165.9120510894065,42.0,Monday,Afternoon
Mayur Vihar,3298.0,23086.0,56.066,24.0,230.86,399.59022556390977,Thursday,Morning
Connaught Place,640.0,8960.0,11.52,37.0,38.4,38.0,Thursday,Afternoon
Vasant Kunj,828.0,1656.0,12.42,39.0,49.68,49.0,Wednesday,Midnight
Pitampura,1326.0,6630.0,21.216,35.0,53.04,159.0,Wednesday,Midnight
Dwarka,2553.0,5106.0,45.954,27.0,178.71,536.0,Saturday,Morning
Connaught Place,3435.0,44655.0,58.395,22.0,165.9120510894065,618.0,Monday,Night
Karol Bagh,891.0,2673.0,15.147,40.0,53.46,106.0,Wednesday,Afternoon
Karol Bagh,4181.0,62715.0,71.077,14.0,334.48,668.0,Sunday,Night
Rohini,3553.0,53295.0,56.848,17.0,213.18,426.0,Friday,Night
Chandni Chowk,1462.0,14620.0,21.93,36.0,58.48,175.0,Thursday,Midnight
Saket,1245.0,7470.0,21.165,36.0,49.8,49.0,Monday,Midnight
Dwarka,786.0,3930.0,14.148,38.0,47.16,141.0,Sunday,Midnight
Pitampura,1424.0,19936.0,21.36,35.0,56.96,170.0,Tuesday,Midnight
Lajpat Nagar,2564.7330928764654,13750.0,20.625,34.0,68.75,137.0,Sunday,Midnight
Connaught Place,920.0,6440.0,14.72,40.0,55.2,165.0,Friday,Midnight
Pitampura,4638.0,23190.0,83.484,13.0,324.66,973.0,Saturday,Night
Vasant Kunj,837.0,5859.0,15.066,40.0,33.48,100.0,Wednesday,Afternoon
Rohini,2961.0,17766.0,44.415,28.0,207.27,414.0,Saturday,Morning
Mayur Vihar,4130.0,28910.0,70.21,14.0,330.4,660.0,Monday,Night
Connaught Place,2564.7330928764654,1256.0,11.304,38.0,25.12,75.0,Sunday,Midnight
Pitampura,1278.0,2556.0,21.726,36.0,51.12,102.0,Monday,Midnight
Karol Bagh,962.0,962.0,14.43,38.0,48.1,48.0,Thursday,Midnight
Dwarka,3010.0,36120.0,48.16,24.0,180.6,541.0,Tuesday,Morning
Chandni Chowk,4727.0,56724.0,85.086,10.0,330.89,992.0,Tuesday,Afternoon
Dwarka,4072.0,16288.0,69.224,14.0,325.76,977.0,Friday,Night
Dwarka,847.0,2541.0,13.552,38.0,50.82,50.0,Tuesday,Afternoon
Rohini,3257.0,35827.0,55.369,23.0,227.99,455.0,Saturday,Night
Dwarka,3942.0,39420.0,70.956,20.0,236.52,473.0,Friday,Evening
Chandni Chowk,658.0,19953.552766085388,11.844,40.0,32.9,32.0,Friday,Midnight
Mayur Vihar,812.0,5684.0,12.18,39.0,48.72,97.0,Monday,Afternoon
Vasant Kunj,2847.0,11388.0,48.399,27.0,199.29,597.0,Tuesday,Evening
Karol Bagh,1072.0,2144.0,18.224,36.0,42.88,85.0,Friday,Midnight
Karol Bagh,1019.0,1019.0,18.342,34.0,61.14,122.0,Saturday,Midnight
Pitampura,895.0,3580.0,14.32,26.61385840973997,165.9120510894065,35.0,Tuesday,Afternoon
Saket,4171.0,16684.0,70.907,15.0,333.68,1001.0,Saturday,Afternoon
Saket,4824.0,28944.0,77.184,11.0,337.68,1013.0,Friday,Evening
Saket,2564.7330928764654,3014.0,45.21,21.0,180.84,361.0,Sunday,Night
Dwarka,3506.0,45578.0,52.59,20.0,245.42,736.0,Friday,Morning
Lajpat Nagar,4007.0,28049.0,60.105,16.0,320.56,641.0,Monday,Morning
Vasant Kunj,2854.0,28540.0,48.518,26.0,199.78,599.0,Wednesday,Evening
Connaught Place,2251.0,9004.0,33.765,29.0,135.06,135.0,Thursday,Afternoon
Pitampura,3745.0,26215.0,67.41,20.0,262.15,786.0,Friday,Evening
Dwarka,869.0,9559.0,13.035,37.0,52.14,399.59022556390977,Thursday,Afternoon
Dwarka,1171.0,4684.0,18.736,36.0,70.26,210.0,Monday,Afternoon
Mayur Vihar,869.0,6952.0,14.773,40.0,34.76,34.0,Tuesday,Midnight
Dwarka,3829.0,38290.0,57.435,18.0,154.44,536.0,Saturday,Evening
Dwarka,2564.7330928764654,29771.0,68.048,16.0,297.71,893.0,Wednesday,Morning
Pitampura,733.0,7330.0,12.461,37.0,36.65,36.0,Sunday,Midnight
Lajpat Nagar,4124.0,12372.0,70.108,15.0,288.68,866.0,Wednesday,Night
Pitampura,3953.0,47436.0,71.154,18.0,237.18,474.0,Wednesday,Morning
Dwarka,1276.0,3828.0,20.416,34.0,63.8,191.0,Friday,Afternoon
Dwarka,1321.0,10568.0,22.457,36.0,79.26,237.0,Tuesday,Afternoon
Saket,4961.0,64493.0,89.298,12.0,347.27,694.0,Saturday,Evening
Mayur Vihar,4535.0,58955.0,72.56,10.0,165.9120510894065,725.0,Friday,Evening
Chandni Chowk,3316.0,33160.0,59.688,23.0,165.9120510894065,397.0,Friday,Morning
Connaught Place,1129.0,13548.0,19.193,35.0,56.45,169.0,Thursday,Midnight
Dwarka,1301.0,10408.0,19.515,34.0,65.05,65.0,Thursday,Midnight
Dwarka,1581.0,3162.0,26.877,32.0,79.05,399.59022556390977,Saturday,Afternoon
Mayur Vihar,4135.0,45485.0,66.16,14.0,289.45,868.0,Sunday,Evening
Rohini,625.0,5625.0,10.0,39.0,25.0,50.0,Monday,Afternoon
Pitampura,4932.0,49320.0,78.912,10.0,394.56,789.0,Friday,Evening
Vasant Kunj,847.0,11858.0,13.552,37.0,50.82,101.0,Tuesday,Midnight
Lajpat Nagar,1437.0,4311.0,21.555,35.0,71.85,215.0,Wednesday,Afternoon
Connaught Place,4045.0,40450.0,60.675,14.0,323.6,970.0,Friday,Morning
Vasant Kunj,2089.0,16712.0,31.335,29.0,165.9120510894065,376.0,Saturday,Morning
Mayur Vihar,835.0,9185.0,14.195,39.0,33.4,100.0,Wednesday,Afternoon
Pitampura,4343.0,52116.0,65.145,16.0,304.01,912.0,Friday,Afternoon
Mayur Vihar,2874.0,5748.0,48.858,25.0,201.18,603.0,Tuesday,Evening
Pitampura,895.0,13425.0,15.215,38.0,44.75,134.0,Wednesday,Afternoon
Rohini,1247.0,17458.0,18.705,35.0,62.35,187.0,Monday,Afternoon
Karol Bagh,1484.0,2968.0,26.712,36.0,59.36,178.0,Wednesday,Afternoon
Saket,888.0,6216.0,13.32,40.0,53.28,106.0,Friday,Afternoon
Saket,904.0,3616.0,13.56,38.0,45.2,45.0,Friday,Midnight
Mayur Vihar,2564.7330928764654,20448.0,43.452,25.0,178.92,536.0,Saturday,Afternoon
Vasant Kunj,1786.0,19953.552766085388,30.362,31.0,107.16,321.0,Thursday,Evening
Pitampura,852.0,5964.0,12.78,39.0,51.12,153.0,Saturday,Midnight
Rohini,1072.0,3216.0,17.152,36.0,64.32,192.0,Wednesday,Afternoon
Pitampura,941.0,14115.0,15.997,37.0,37.64,75.0,Monday,Afternoon
Saket,3529.0,35290.0,63.522,20.0,247.03,741.0,Tuesday,Morning
Mayur Vihar,1279.0,2558.0,19.185,35.0,63.95,191.0,Thursday,Midnight
Chandni Chowk,3060.0,15300.0,45.9,21.0,214.2,642.0,Friday,Night
Karol Bagh,3642.0,50988.0,65.556,20.0,218.52,655.0,Thursday,Night
Dwarka,4891.0,19953.552766085388,73.365,10.0,391.28,782.0,Friday,Night
Dwarka,896.0,8064.0,13.44,26.61385840973997,44.8,44.0,Friday,Afternoon
Dwarka,4695.0,9390.0,79.815,10.0,165.9120510894065,985.0,Friday,Morning
Mayur Vihar,4225.0,59150.0,71.825,16.0,295.75,887.0,Tuesday,Morning
Chandni Chowk,2830.0,22640.0,42.45,25.0,169.8,509.0,Wednesday,Evening
Lajpat Nagar,2689.0,34957.0,48.402,25.0,188.23,376.0,Thursday,Evening
Chandni Chowk,3962.0,35658.0,67.354,19.0,277.34,832.0,Tuesday,Night
Connaught Place,1037.0,1037.0,42.05930812030075,36.0,51.85,155.0,Tuesday,Midnight
Chandni Chowk,1696.0,25440.0,28.832,33.0,67.84,203.0,Saturday,Afternoon
Vasant Kunj,2341.0,14046.0,42.05930812030075,28.0,117.05,234.0,Saturday,Afternoon
Mayur Vihar,2484.0,19872.0,42.228,28.0,149.04,298.0,Friday,Evening
Pitampura,4594.0,4594.0,82.692,11.0,165.9120510894065,735.0,Monday,Night
Connaught Place,4784.0,28704.0,86.112,10.0,334.88,669.0,Friday,Afternoon
Lajpat Nagar,1011.0,13143.0,15.165,34.0,50.55,151.0,Tuesday,Afternoon
Karol Bagh,3984.0,27888.0,63.744,19.0,239.04,478.0,Thursday,Night
Vasant Kunj,2564.7330928764654,8438.0,67.504,16.0,295.33,590.0,Monday,Morning
Dwarka,2557.0,4824.0,14.472,37.0,32.16,32.0,Thursday,Afternoon
Pitampura,4470.0,26820.0,71.52,26.61385840973997,312.9,625.0,Sunday,Night
Rohini,3861.0,23166.0,57.915,17.0,231.66,463.0,Saturday,Night
Saket,2557.0,30684.0,40.912,26.0,153.42,306.0,Sunday,Afternoon
Dwarka,4479.0,31353.0,80.622,14.0,313.53,627.0,Friday,Morning
Saket,693.0,2772.0,11.781,39.0,27.72,27.0,Tuesday,Afternoon
Dwarka,2128.0,23408.0,38.304,28.0,85.12,399.59022556390977,Thursday,Evening
Mayur Vihar,2351.0,35265.0,35.265,28.0,141.06,423.0,Thursday,Evening
Connaught Place,1545.0,16995.0,24.72,33.0,77.25,77.0,Sunday,Morning
Karol Bagh,4821.0,33747.0,81.957,12.0,337.47,1012.0,Tuesday,Night
Pitampura,4524.0,63336.0,67.86,11.0,316.68,950.0,Friday,Morning
Karol Bagh,3976.0,3976.0,67.592,20.0,278.32,834.0,Friday,Morning
Lajpat Nagar,1593.0,20709.0,28.674,31.0,79.65,159.0,Sunday,Morning
Pitampura,1626.0,21138.0,27.642,33.0,81.3,243.0,Saturday,Morning
Pitampura,1459.0,8754.0,24.803,36.0,72.95,72.0,Thursday,Afternoon
Vasant Kunj,4052.0,8104.0,68.884,14.0,324.16,972.0,Thursday,Morning
Connaught Place,4485.0,62790.0,80.73,16.0,165.9120510894065,941.0,Sunday,Evening
Dwarka,896.0,1792.0,42.05930812030075,38.0,44.8,134.0,Thursday,Midnight
Chandni Chowk,3989.0,27923.0,59.835,17.0,279.23,558.0,Wednesday,Morning
Rohini,3547.0,14188.0,56.752,19.0,212.82,638.0,Thursday,Morning
Connaught Place,4510.0,40590.0,81.18,13.0,315.7,631.0,Saturday,Evening
Vasant Kunj,2557.0,29742.0,79.312,12.0,346.99,693.0,Sunday,Evening
Pitampura,3249.0,29241.0,55.233,22.0,227.43,682.0,Monday,Night
Saket,526.0,7364.0,9.468,40.0,26.3,26.0,Wednesday,Afternoon
Karol Bagh,2433.0,4866.0,43.794,30.0,145.98,145.0,Saturday,Afternoon
Saket,507.0,6084.0,7.605,39.0,25.35,50.0,Saturday,Midnight
Mayur Vihar,4518.0,40662.0,72.288,28.0,316.26,632.0,Monday,Morning
Lajpat Nagar,4100.0,41000.0,65.6,15.0,328.0,656.0,Tuesday,Morning
Dwarka,1237.0,12370.0,18.555,34.0,74.22,74.0,Friday,Midnight
Saket,2531.0,7593.0,40.496,28.0,177.17,354.0,Saturday,Morning
Dwarka,3669.0,40359.0,55.035,20.0,220.14,660.0,Friday,Evening
Mayur Vihar,2871.0,22968.0,48.807,28.0,200.97,401.0,Saturday,Afternoon
Mayur Vihar,3456.0,41472.0,51.84,22.0,241.92,725.0,Sunday,Evening
Chandni Chowk,4081.0,12243.0,69.377,14.0,326.48,652.0,Sunday,Evening
Karol Bagh,796.0,11940.0,14.328,39.0,39.8,39.0,Saturday,Midnight
Vasant Kunj,3600.0,28800.0,61.2,20.0,216.0,648.0,Friday,Morning
Karol Bagh,1153.0,5765.0,20.754,35.0,69.18,399.59022556390977,Friday,Midnight
Dwarka,1372.0,15092.0,20.58,34.0,82.32,246.0,Sunday,Midnight
Saket,1559.0,6236.0,28.062,32.0,77.95,233.0,Tuesday,Evening
Pitampura,3003.0,42042.0,51.051,24.0,210.21,630.0,Friday,Night
Karol Bagh,2564.7330928764654,8736.0,21.216,34.0,62.4,62.0,Monday,Afternoon
Connaught Place,892.0,4460.0,15.164,28.0,53.52,53.0,Monday,Midnight
Saket,2951.0,35412.0,47.216,27.0,177.06,354.0,Monday,Evening
Dwarka,3722.0,18610.0,59.552,20.0,223.32,399.59022556390977,Monday,Morning
Mayur Vihar,1082.0,14066.0,18.394,34.0,54.1,108.0,Friday,Midnight
Saket,2333.0,19953.552766085388,41.994,30.0,116.65,116.0,Saturday,Afternoon
Chandni Chowk,3951.0,23706.0,42.05930812030075,18.0,276.57,829.0,Thursday,Morning
Karol Bagh,844.0,8440.0,13.504,40.0,42.2,84.0,Thursday,Afternoon
Saket,3750.0,19953.552766085388,63.75,19.0,225.0,450.0,Tuesday,Night
Lajpat Nagar,1453.0,19953.552766085388,23.248,34.0,87.18,174.0,Friday,Midnight
Lajpat Nagar,3871.0,42581.0,61.936,20.0,270.97,399.59022556390977,Saturday,Night
Mayur Vihar,671.0,6710.0,10.065,40.0,40.26,120.0,Friday,Midnight
Vasant Kunj,4386.0,61404.0,78.948,16.0,307.02,921.0,Friday,Morning
Dwarka,1275.0,1275.0,22.95,35.0,76.5,76.0,Friday,Midnight
Vasant Kunj,739.0,2956.0,42.05930812030075,37.0,44.34,88.0,Saturday,Midnight
Rohini,2813.0,2813.0,45.008,28.0,196.91,590.0,Sunday,Morning
Connaught Place,1907.0,1907.0,32.419,31.0,114.42,114.0,Saturday,Morning
Karol Bagh,3830.0,49790.0,61.28,17.0,229.8,351.0,Tuesday,Night
Lajpat Nagar,3663.0,25641.0,65.934,17.0,256.41,512.0,Monday,Morning
Saket,4266.0,51192.0,42.05930812030075,16.0,298.62,895.0,Wednesday,Morning
Chandni Chowk,4781.0,38248.0,76.496,10.0,334.67,669.0,Friday,Night
Chandni Chowk,1457.0,13113.0,26.226,34.0,87.42,262.0,Wednesday,Afternoon
Pitampura,3436.0,51540.0,51.54,24.0,206.16,618.0,Sunday,Evening
Pitampura,2920.0,23360.0,49.64,26.0,175.2,350.0,Saturday,Morning
Karol Bagh,2997.0,29970.0,44.955,28.0,179.82,539.0,Monday,Evening
Saket,3031.0,39403.0,45.465,24.0,165.9120510894065,545.0,Tuesday,Night
Lajpat Nagar,2885.0,23080.0,46.16,26.0,201.95,605.0,Sunday,Afternoon
Lajpat Nagar,2487.0,29844.0,44.766,29.0,149.22,149.0,Tuesday,Evening
Connaught Place,3009.0,36108.0,51.153,22.0,165.9120510894065,361.0,Wednesday,Night
Mayur Vihar,913.0,913.0,13.695,26.61385840973997,36.52,109.0,Thursday,Afternoon
Rohini,3904.0,19520.0,58.56,19.0,234.24,702.0,Friday,Evening
Mayur Vihar,3088.0,30880.0,55.584,23.0,216.16,432.0,Wednesday,Afternoon
Chandni Chowk,4659.0,13977.0,74.544,10.0,326.13,978.0,Saturday,Evening
Connaught Place,3174.0,41262.0,47.61,24.0,222.18,444.0,Thursday,Morning
Karol Bagh,3117.0,15585.0,56.106,24.0,187.02,561.0,Tuesday,Night
Vasant Kunj,706.0,1412.0,11.296,37.0,42.36,84.0,Friday,Afternoon
Rohini,4000.0,8000.0,68.0,20.0,280.0,560.0,Sunday,Evening
Lajpat Nagar,4062.0,36558.0,73.116,16.0,324.96,974.0,Wednesday,Morning
Connaught Place,4083.0,57162.0,65.328,15.0,326.64,653.0,Saturday,Night
Connaught Place,3416.0,37576.0,54.656,22.0,204.96,614.0,Friday,Evening
Karol Bagh,4223.0,50676.0,42.05930812030075,16.0,165.9120510894065,675.0,Tuesday,Night
Connaught Place,4359.0,19953.552766085388,65.385,14.0,305.13,915.0,Friday,Evening
Lajpat Nagar,718.0,10770.0,11.488,39.0,43.08,129.0,Friday,Midnight
Chandni Chowk,915.0,2745.0,42.05930812030075,39.0,36.6,73.0,Friday,Midnight
Rohini,964.0,9640.0,16.388,37.0,38.56,77.0,Wednesday,Afternoon
Dwarka,4378.0,26268.0,70.048,15.0,306.46,919.0,Sunday,Evening
Lajpat Nagar,831.0,7479.0,14.127,39.0,49.86,149.0,Friday,Afternoon
Vasant Kunj,1481.0,14810.0,25.177,34.0,88.86,266.0,Thursday,Midnight
Dwarka,1003.0,8024.0,16.048,35.0,50.15,150.0,Thursday,Midnight
Dwarka,2744.0,24696.0,43.904,26.0,164.64,329.0,Monday,Evening
Pitampura,2564.7330928764654,23120.0,83.232,11.0,323.68,971.0,Friday,Evening
Rohini,3640.0,10920.0,58.24,19.0,254.8,509.0,Saturday,Evening
Karol Bagh,4164.0,54132.0,70.788,14.0,291.48,874.0,Tuesday,Night
Saket,4115.0,57610.0,61.725,14.0,329.2,658.0,Tuesday,Night
Karol Bagh,2177.0,32655.0,39.186,29.0,130.62,130.0,Sunday,Afternoon
Chandni Chowk,4765.0,14295.0,85.77,13.0,381.2,762.0,Friday,Evening
Chandni Chowk,742.0,11130.0,11.13,39.0,44.52,399.59022556390977,Thursday,Afternoon
Dwarka,2648.0,7944.0,42.368,28.0,158.88,317.0,Wednesday,Evening
Vasant Kunj,1151.0,13812.0,19.567,36.0,69.06,138.0,Sunday,Midnight
Mayur Vihar,2564.7330928764654,9642.0,51.424,21.0,192.84,399.59022556390977,Wednesday,Night
Lajpat Nagar,845.0,11830.0,15.21,39.0,33.8,33.0,Friday,Afternoon
Chandni Chowk,1533.0,12264.0,27.594,32.0,91.98,91.0,Friday,Morning
Connaught Place,2517.0,37755.0,45.306,27.0,151.02,302.0,Wednesday,Evening
Pitampura,4553.0,63742.0,68.295,13.0,318.71,956.0,Sunday,Evening
Vasant Kunj,3387.0,19953.552766085388,60.966,23.0,203.22,406.0,Wednesday,Night
Dwarka,1453.0,20342.0,21.795,36.0,165.9120510894065,261.0,Tuesday,Afternoon
Vasant Kunj,2612.0,39180.0,44.404,25.0,182.84,365.0,Sunday,Morning
Lajpat Nagar,1805.0,5415.0,28.88,33.0,90.25,399.59022556390977,Monday,Evening
Pitampura,1032.0,5160.0,17.544,36.0,61.92,185.0,Tuesday,Midnight
Dwarka,3633.0,54495.0,61.761,20.0,254.31,399.59022556390977,Thursday,Morning
Pitampura,2557.0,32368.0,69.36,11.0,369.92,1109.0,Sunday,Night
Lajpat Nagar,4050.0,52650.0,42.05930812030075,15.0,324.0,648.0,Monday,Afternoon
Lajpat Nagar,1278.0,19170.0,20.448,34.0,51.12,51.0,Friday,Afternoon
Mayur Vihar,4211.0,42110.0,63.165,16.0,294.77,589.0,Thursday,Morning
Rohini,557.0,2785.0,8.912,40.0,27.85,55.0,Tuesday,Midnight
Dwarka,2564.7330928764654,18795.0,21.301,35.0,50.12,50.0,Friday,Afternoon
Rohini,1368.0,17784.0,21.888,35.0,82.08,246.0,Thursday,Afternoon
Connaught Place,550.0,2750.0,8.8,26.61385840973997,22.0,44.0,Friday,Afternoon
Mayur Vihar,1341.0,13410.0,24.138,35.0,80.46,80.0,Friday,Midnight
Mayur Vihar,2564.7330928764654,9947.0,24.157,36.0,56.84,170.0,Sunday,Midnight
Connaught Place,1169.0,4676.0,18.704,35.0,70.14,140.0,Friday,Afternoon
Karol Bagh,1034.0,2068.0,17.578,35.0,51.7,155.0,Sunday,Midnight
Dwarka,2469.0,24690.0,41.973,28.0,98.76,399.59022556390977,Monday,Evening
Pitampura,1727.0,3454.0,31.086,31.0,69.08,399.59022556390977,Tuesday,Evening
Dwarka,1330.0,19953.552766085388,23.94,36.0,53.2,53.0,Tuesday,Midnight
Dwarka,1097.0,16455.0,17.552,34.0,65.82,131.0,Friday,Afternoon
Mayur Vihar,2583.0,15498.0,43.911,26.0,154.98,309.0,Sunday,Afternoon
Lajpat Nagar,901.0,3604.0,42.05930812030075,26.61385840973997,54.06,162.0,Wednesday,Midnight
Connaught Place,4386.0,13158.0,74.562,15.0,307.02,921.0,Friday,Morning
Vasant Kunj,3070.0,6140.0,52.19,24.0,184.2,552.0,Monday,Morning
